time_tick,acc_X_value,acc_Y_value,acc_Z_value
15.169179,-15.708319,6.072810,-3.881738
15.202374,-15.179481,5.028452,-3.956859
15.236013,-13.175014,3.059151,-0.703172
15.269009,-9.870149,3.110329,0.054320
15.302262,-6.434497,1.999379,0.643315
15.335718,-1.928898,-0.305571,-0.118667
15.368879,-2.235516,-1.799456,-0.769314
15.402301,-1.905853,-1.668818,0.119864
15.435996,-3.358137,-0.679529,0.567895
15.469066,-2.617554,0.556672,1.125764
15.502310,-3.719974,2.460878,0.271003
15.536004,-12.709175,-8.475926,-1.899119
15.569425,-22.924252,-11.779444,0.875112
15.602814,-25.178773,-18.389472,0.041002
15.635630,-16.675013,-21.722021,-1.592800
15.668917,-9.960534,-16.451446,0.525845
15.702257,-8.794815,-1.156890,-0.234939
15.735753,-6.471459,1.460964,-4.333211
15.768978,-6.931312,-0.787421,-3.013809
15.802201,-6.711337,-6.230534,-5.231517
15.835726,-4.735152,-2.496643,-4.212449
15.868885,-5.972100,-0.228954,-4.420752
15.902349,-4.833467,-2.788147,-5.844605
15.936007,-3.642908,-5.924813,-8.944159
15.968873,-3.548633,-0.034568,-8.352171
16.002404,-9.523726,2.107721,-5.438324
16.035720,-14.435307,5.149064,-5.991704
16.068669,-16.853238,1.388836,-4.158129
16.102259,-14.010620,1.863055,-0.009278
16.135842,-7.878103,2.813886,0.696887
16.169009,-5.123026,0.452969,-0.176279
16.202192,-3.599661,-0.830518,-0.479905
16.235725,-3.515711,-0.748364,0.434862
16.269153,-0.881996,-1.370430,0.806725
16.302395,-1.424002,-0.763778,-0.178524
16.335759,-2.985975,0.502202,-0.341036
16.369016,-5.307835,1.992945,-1.252960
16.402401,-11.956621,-2.774380,-3.127687
16.435995,-22.477268,-6.024326,-0.457458
16.468915,-21.781878,-11.806978,-4.888835
16.502569,-20.222598,-12.721596,-4.376757
16.535772,-14.594527,-12.437873,-1.491342
16.568981,-6.425219,-4.854716,3.442985
16.602438,-6.056050,1.903758,0.536320
16.635292,-7.061202,-6.771044,-1.968553
16.668913,-6.250885,-7.649598,-3.088331
16.702394,-8.533838,-4.107849,-3.826669
16.735824,-6.915001,2.424665,-3.303069
16.768979,-4.713154,1.445850,-3.937854
16.802391,-3.725810,-2.253024,-5.422761
16.835792,-8.314611,-0.419150,-6.369702
16.869103,-10.439092,2.221450,-5.668475
16.902216,-13.384664,1.226025,-6.837336
16.935722,-17.543541,2.853841,-5.972699
16.969014,-15.298148,5.265935,-3.631385
17.002123,-10.425325,6.044976,-2.304950
17.036019,-6.145686,2.167279,-0.076318
17.068574,-3.003933,1.103766,2.038586
17.102251,-0.116273,0.738338,-0.258284
17.136029,0.223267,-1.288575,0.254243
17.168878,-3.008571,-0.829920,1.028047
17.202404,-2.372290,-1.085211,-0.894715
17.235732,-4.960065,-0.666809,0.801787
17.269157,-6.988924,1.119479,0.441896
17.302396,-13.011155,-0.899504,-2.739214
17.335897,-22.577230,-6.622449,-0.585702
17.368880,-24.496999,-9.139742,-3.629290
17.402262,-23.558439,-14.663363,-4.003847
17.436001,-10.969427,-14.084693,0.890525
17.468961,-6.295030,-9.351188,5.317861
17.502405,-3.440591,-2.230727,3.192782
17.535758,-8.615393,0.041750,3.062293
17.568625,-9.966669,-2.827503,-0.493971
17.603353,-6.842573,-5.909849,-2.792786
17.635681,-6.763712,-4.406237,-5.781605
17.668918,-6.537002,-1.441361,-5.829042
17.702027,-6.999698,-3.342724,-7.391763
17.735789,-5.845353,-4.254648,-10.865425
17.768996,-4.956773,-1.532344,-8.977080
17.801953,-5.792978,-1.062764,-10.853902
17.835729,-14.357193,5.114646,-5.281498
17.868963,-14.189443,6.121594,-3.672238
17.902719,-13.854842,4.438709,0.314250
17.935478,-10.390458,1.584420,0.764825
17.968851,-5.809588,0.495468,4.023899
18.002662,-1.468446,1.034033,3.882037
18.035796,1.070845,-1.366988,2.039783
18.069093,-1.414126,0.639424,2.352686
18.102707,-1.065607,-0.232695,2.446064
18.135791,-2.882871,0.606952,0.991833
18.169001,-6.270189,2.128072,-0.220274
18.202648,-11.075823,-0.997520,-6.367008
18.236067,-28.781726,-4.917267,-1.078327
18.268916,-27.707888,-7.007330,-5.049701
18.302868,-25.255988,-8.347682,-3.400786
18.335552,-14.407473,-8.346335,-0.758091
18.368924,-6.120696,-5.051198,6.415941
18.402874,-1.916328,-3.250843,3.611184
18.435569,-5.210867,-6.817733,4.755503
18.469185,-7.713346,-2.003420,3.576466
18.502839,-6.568128,-5.371134,-1.043460
18.535698,-4.996428,-7.366922,-3.918999
18.569127,-8.735856,-7.350462,-5.816322
18.602848,-6.137157,-4.962609,-6.936998
18.635872,-4.102910,-3.238273,-8.450038
18.669065,-6.212128,-1.777609,-9.096795
18.702077,-7.361086,-1.770875,-8.781347
18.735856,-12.380111,-2.045918,-8.839409
18.768919,-15.158980,0.388473,-5.130808
18.802224,-12.643632,0.096969,-4.813714
18.836261,-16.773029,1.834174,-2.304501
18.869001,-11.877759,6.461283,0.862243
18.902813,-2.579844,9.117146,1.078177
18.935933,-0.289110,8.945955,0.562807
18.968882,-0.561760,3.527982,-2.950510
19.003039,-2.485120,-2.576403,-4.154687
19.035557,2.343708,-3.831907,0.508487
19.069008,-2.579844,-17.987082,-3.538307
19.102789,-6.437490,-4.878061,3.174675
19.135558,-4.835113,-4.263328,0.391765
19.168934,-11.345330,-7.675785,2.514002
19.202778,-12.833678,-13.561691,2.762558
19.235530,-13.903625,-14.987938,4.491683
19.269028,-15.658488,-28.177917,7.706761
19.302464,-20.519340,-19.782648,6.228888
19.335479,-16.011646,-17.990973,0.958014
19.368861,-12.302147,-10.625248,4.390225
19.402492,-7.266362,7.111332,4.212898
19.435378,-0.463893,1.236200,4.739491
19.468989,-1.455727,-5.124672,3.618366
19.502642,-6.871454,-8.188013,1.182778
19.535551,-10.428018,-9.335176,-0.533327
19.568920,-11.758045,-6.219759,-4.657786
19.602870,-8.734060,-3.664157,-4.062058
19.635557,-8.019665,-2.692376,-6.365661
19.668993,-7.025138,-9.732179,-11.897961
19.702769,-7.739234,-16.773478,-15.859608
19.735554,-10.121250,-10.998008,-15.126657
19.768917,-7.935117,-4.422847,-10.519151
19.802466,-9.937638,9.374532,-1.329129
19.835629,-11.770016,7.744621,-0.930330
19.869189,-9.882420,2.174162,-1.293963
19.902394,-2.329941,-0.450276,0.990337
19.935738,2.113557,-3.433108,-1.399311
19.969080,2.990914,-3.370857,-0.556971
20.002055,-0.213241,-3.159860,1.459019
20.035753,-2.062080,-4.261681,3.386719
20.069032,0.137821,0.676536,2.584184
20.102816,-6.524881,2.693573,0.061054
20.135547,-16.364953,1.411432,-1.334366
20.169185,-24.919890,-7.776196,1.240540
20.202795,-20.103931,-6.117404,0.511180
20.235534,-14.486335,-6.151971,-0.701676
20.269006,-16.296267,-16.924168,3.667599
20.302355,-8.343492,-5.721748,4.382892
20.335453,-8.844796,-5.978385,2.403565
20.369163,-10.522443,1.065458,-1.696951
20.403629,-6.648786,-3.707853,-3.637820
20.435527,-5.355871,-7.680574,-4.927892
20.468988,-9.115650,-9.724397,-5.879322
20.502041,-6.624544,-4.084205,-6.628883
20.535733,-5.783850,-1.569904,-6.176363
20.568944,-5.253066,0.684616,-5.908502
20.602988,-3.642010,1.860062,-5.493842
20.635554,-4.294304,-2.024819,-10.229741
